CurrencyDateSK,CurrencyDateKey,CurrencyKey,CurrencyName,EndOfDayRate
20140712,12-07-2014,7,EUR,0.7346
20140713,13-07-2014,7,EUR,0.7346
20140714,14-07-2014,7,EUR,0.7345
20140715,15-07-2014,7,EUR,0.7352
20140716,16-07-2014,7,EUR,0.7382
20140717,17-07-2014,7,EUR,0.7392
20140718,18-07-2014,7,EUR,0.7395
20140719,19-07-2014,7,EUR,0.7394
20140720,20-07-2014,7,EUR,0.7392
20140721,21-07-2014,7,EUR,0.7392
20140722,22-07-2014,7,EUR,0.7409
20140723,23-07-2014,7,EUR,0.7426
20140724,24-07-2014,7,EUR,0.7427
20140725,25-07-2014,7,EUR,0.7434
20140726,26-07-2014,7,EUR,0.7445
20140727,27-07-2014,7,EUR,0.7445
20140728,28-07-2014,7,EUR,0.7443
20140729,29-07-2014,7,EUR,0.7447
20140730,30-07-2014,7,EUR,0.7463
20140731,31-07-2014,7,EUR,0.7467
20140801,01-08-2014,7,EUR,0.7461
20140802,02-08-2014,7,EUR,0.7443
20140803,03-08-2014,7,EUR,0.7443
20140804,04-08-2014,7,EUR,0.745
20140805,05-08-2014,7,EUR,0.7463
20140806,06-08-2014,7,EUR,0.7482
20140807,07-08-2014,7,EUR,0.7477
20140808,08-08-2014,7,EUR,0.7471
20140809,09-08-2014,7,EUR,0.7455
20140810,10-08-2014,7,EUR,0.7454
20140811,11-08-2014,7,EUR,0.7466
20140812,12-08-2014,7,EUR,0.7482
20140813,13-08-2014,7,EUR,0.7481
20140814,14-08-2014,7,EUR,0.748
20140815,15-08-2014,7,EUR,0.7475
20140816,16-08-2014,7,EUR,0.746
20140817,17-08-2014,7,EUR,0.746
20140818,18-08-2014,7,EUR,0.7472
20140819,19-08-2014,7,EUR,0.7495
20140820,20-08-2014,7,EUR,0.7521
20140821,21-08-2014,7,EUR,0.7538
20140822,22-08-2014,7,EUR,0.7536
20140823,23-08-2014,7,EUR,0.755
20140824,24-08-2014,7,EUR,0.755
20140825,25-08-2014,7,EUR,0.7576
20140826,26-08-2014,7,EUR,0.7579
20140827,27-08-2014,7,EUR,0.7588
20140828,28-08-2014,7,EUR,0.758
20140829,29-08-2014,7,EUR,0.7592
20140830,30-08-2014,7,EUR,0.7612
20140831,31-08-2014,7,EUR,0.7614
20140901,01-09-2014,7,EUR,0.7615
20140902,02-09-2014,7,EUR,0.7619
20140903,03-09-2014,7,EUR,0.7611
20140904,04-09-2014,7,EUR,0.7646
20140905,05-09-2014,7,EUR,0.7723
20140906,06-09-2014,7,EUR,0.772
20140907,07-09-2014,7,EUR,0.772
20140908,08-09-2014,7,EUR,0.7728
20140909,09-09-2014,7,EUR,0.7754
20140910,10-09-2014,7,EUR,0.7735
20140911,11-09-2014,7,EUR,0.7738
20140912,12-09-2014,7,EUR,0.7732
20140913,13-09-2014,7,EUR,0.7713
20140914,14-09-2014,7,EUR,0.7713
20140915,15-09-2014,7,EUR,0.7725
20140916,16-09-2014,7,EUR,0.7723
20140917,17-09-2014,7,EUR,0.7722
20140918,18-09-2014,7,EUR,0.7763
20140919,19-09-2014,7,EUR,0.7764
20140920,20-09-2014,7,EUR,0.7794
20140921,21-09-2014,7,EUR,0.7794
20140922,22-09-2014,7,EUR,0.7785
20140923,23-09-2014,7,EUR,0.7775
20140924,24-09-2014,7,EUR,0.7795
20140925,25-09-2014,7,EUR,0.7843
20140926,26-09-2014,7,EUR,0.7856
20140927,27-09-2014,7,EUR,0.7881
20140928,28-09-2014,7,EUR,0.7881
20140929,29-09-2014,7,EUR,0.7882
20140930,30-09-2014,7,EUR,0.7904
20141001,01-10-2014,7,EUR,0.7928
20141002,02-10-2014,7,EUR,0.7908
20141003,03-10-2014,7,EUR,0.7935
20141004,04-10-2014,7,EUR,0.799
20141005,05-10-2014,7,EUR,0.799
20141006,06-10-2014,7,EUR,0.7967
20141007,07-10-2014,7,EUR,0.7915
20141008,08-10-2014,7,EUR,0.7895
20141009,09-10-2014,7,EUR,0.7855
20141010,10-10-2014,7,EUR,0.7896
20141011,11-10-2014,7,EUR,0.7916
20141012,12-10-2014,7,EUR,0.7916
20141013,13-10-2014,7,EUR,0.7889
20141014,14-10-2014,7,EUR,0.788
20141015,15-10-2014,7,EUR,0.7877
20141016,16-10-2014,7,EUR,0.7812
20141017,17-10-2014,7,EUR,0.7816
20141018,18-10-2014,7,EUR,0.7836
20141019,19-10-2014,7,EUR,0.7836
20141020,20-10-2014,7,EUR,0.7831
20141021,21-10-2014,7,EUR,0.7827
20141022,22-10-2014,7,EUR,0.7878
20141023,23-10-2014,7,EUR,0.7906
20141024,24-10-2014,7,EUR,0.7899
20141025,25-10-2014,7,EUR,0.7891
20141026,26-10-2014,7,EUR,0.7891
20141027,27-10-2014,7,EUR,0.7877
20141028,28-10-2014,7,EUR,0.7863
20141029,29-10-2014,7,EUR,0.7856
20141030,30-10-2014,7,EUR,0.793
20141031,31-10-2014,7,EUR,0.7957
20141101,01-11-2014,7,EUR,0.7983
20141102,02-11-2014,7,EUR,0.7983
20141103,03-11-2014,7,EUR,0.8005
20141104,04-11-2014,7,EUR,0.7988
20141105,05-11-2014,7,EUR,0.7989
20141106,06-11-2014,7,EUR,0.8018
20141107,07-11-2014,7,EUR,0.8065
20141108,08-11-2014,7,EUR,0.8027
20141109,09-11-2014,7,EUR,0.8028
20141110,10-11-2014,7,EUR,0.8023
20141111,11-11-2014,7,EUR,0.8043
20141112,12-11-2014,7,EUR,0.8024
20141113,13-11-2014,7,EUR,0.8028
20141114,14-11-2014,7,EUR,0.8021
20141115,15-11-2014,7,EUR,0.7982
20141116,16-11-2014,7,EUR,0.7982
20141117,17-11-2014,7,EUR,0.7996
20141118,18-11-2014,7,EUR,0.8002
20141119,19-11-2014,7,EUR,0.7977
20141120,20-11-2014,7,EUR,0.7974
20141121,21-11-2014,7,EUR,0.8012
20141122,22-11-2014,7,EUR,0.8066
20141123,23-11-2014,7,EUR,0.8066
20141124,24-11-2014,7,EUR,0.8061
20141125,25-11-2014,7,EUR,0.8038
20141126,26-11-2014,7,EUR,0.8011
20141127,27-11-2014,7,EUR,0.8005
20141128,28-11-2014,7,EUR,0.8028
20141129,29-11-2014,7,EUR,0.8029
20141130,30-11-2014,7,EUR,0.8029
20141201,01-12-2014,7,EUR,0.8024
20141202,02-12-2014,7,EUR,0.8039
20141203,03-12-2014,7,EUR,0.8097
20141204,04-12-2014,7,EUR,0.8106
20141205,05-12-2014,7,EUR,0.8097
20141206,06-12-2014,7,EUR,0.8136
20141207,07-12-2014,7,EUR,0.8136
20141208,08-12-2014,7,EUR,0.8138
20141209,09-12-2014,7,EUR,0.8097
20141210,10-12-2014,7,EUR,0.8068
20141211,11-12-2014,7,EUR,0.8043
20141212,12-12-2014,7,EUR,0.8047
20141213,13-12-2014,7,EUR,0.8023
20141214,14-12-2014,7,EUR,0.8023
20141215,15-12-2014,7,EUR,0.8035
20141216,16-12-2014,7,EUR,0.8012
20141217,17-12-2014,7,EUR,0.8023
20141218,18-12-2014,7,EUR,0.812
20141219,19-12-2014,7,EUR,0.8149
20141220,20-12-2014,7,EUR,0.8176
20141221,21-12-2014,7,EUR,0.8176
20141222,22-12-2014,7,EUR,0.8165
20141223,23-12-2014,7,EUR,0.8188
20141224,24-12-2014,7,EUR,0.8205
20141225,25-12-2014,7,EUR,0.82
20141226,26-12-2014,7,EUR,0.8198
20141227,27-12-2014,7,EUR,0.8207
20141228,28-12-2014,7,EUR,0.8207
20141229,29-12-2014,7,EUR,0.8207
20141230,30-12-2014,7,EUR,0.8226
20141231,31-12-2014,7,EUR,0.8235
